gameId,summonerName,champion,kills,deaths,assists,teamPosition,win,kda,cs,timePlayed
7789681514,,Aatrox,7,6,8,TOP,True,2.5,180,1573
7791101359,,LeeSin,12,4,10,JUNGLE,True,5.5,186,1686
7783003093,,Lulu,0,6,13,UTILITY,True,2.1666666666666665,18,1287
7791755320,,Sylas,9,6,3,JUNGLE,False,2,120,1475
7788786128,,Zilean,1,6,5,UTILITY,False,1,72,1732
7791277742,,Ekko,18,8,13,JUNGLE,True,3.875,115,1797
7790830564,,Azir,6,4,4,MIDDLE,True,2.5,193,1504
7777440133,,Katarina,13,9,9,MIDDLE,True,2.4444444444444446,170,1979
7789017073,,MonkeyKing,1,3,1,JUNGLE,False,0.6666666666666666,87,919
7784057150,,Malphite,0,6,3,TOP,False,0.5,110,1320
7787763535,,Shaco,8,6,3,JUNGLE,False,1.8333333333333333,162,1618
7756526174,,Viego,9,5,3,JUNGLE,True,2.4,219,1707
7785445126,,Viego,15,5,12,JUNGLE,False,5.4,279,2200
7790650077,,Xayah,5,5,1,BOTTOM,False,1.2,107,925
7790436588,,Aphelios,3,1,6,BOTTOM,True,9,223,1557
7775848061,,Ambessa,5,8,6,TOP,False,1.375,185,1624
7751876961,,XinZhao,9,2,1,JUNGLE,True,5,92,917
7791141063,,Jax,9,4,5,TOP,False,3.5,222,1678
7787334830,,Ambessa,4,8,1,TOP,False,0.625,109,1356
7790690496,,Gangplank,5,4,7,TOP,True,3,251,1686
7747012077,,Karma,1,8,19,UTILITY,True,2.5,30,2013
7785380128,,Neeko,11,6,6,MIDDLE,True,2.8333333333333335,164,1839
7787277461,,TwistedFate,1,7,8,MIDDLE,False,1.2857142857142858,250,2538
7772030171,,Renekton,5,8,13,TOP,False,2.25,260,1998
7767228915,,Aatrox,6,3,4,TOP,True,3.3333333333333335,236,1789
7784213678,,Nautilus,4,12,23,UTILITY,False,2.25,27,2041
7768296038,,Irelia,5,7,9,TOP,True,2,236,1853
7783444573,,Yone,1,14,6,MIDDLE,False,0.5,147,1526
7780605074,,Pantheon,6,5,1,MIDDLE,False,1.4,105,1020
7788722790,,Lulu,1,9,11,UTILITY,False,1.3333333333333333,33,1715
7790979579,,Sylas,6,8,14,JUNGLE,True,2.5,288,2638
7790865106,,Mel,3,5,0,UTILITY,False,0.6,8,919
7778551690,,TwistedFate,1,6,9,MIDDLE,False,1.6666666666666667,172,1600
7777419111,,Aurora,5,5,5,MIDDLE,False,2,241,1883
7789184563,,Ezreal,20,1,4,BOTTOM,True,24,184,1244
7791314004,,Gangplank,9,12,15,TOP,True,2,272,2297
7785113580,,Garen,19,6,14,TOP,True,5.5,290,2642
7770189047,,Lulu,1,5,7,UTILITY,False,1.6,28,1503
7789658092,,Sylas,8,1,3,JUNGLE,True,11,190,1545
7791828134,,Renekton,0,3,3,TOP,False,1,139,1109
7773013396,,Lillia,0,5,1,JUNGLE,False,0.2,56,1073
7787527726,,Lucian,11,2,3,BOTTOM,True,7,259,1917
7790978951,,Ziggs,5,6,6,BOTTOM,False,1.8333333333333333,226,1879
7784763745,,Vayne,4,11,1,TOP,False,0.45454545454545453,189,1803
7791433741,,Rell,0,8,18,UTILITY,True,2.25,34,1795
7779537525,,Kaisa,18,6,4,BOTTOM,False,3.6666666666666665,307,2145
7789311291,,Jax,7,3,3,TOP,True,3.3333333333333335,127,1133
7784399501,,Vladimir,14,12,12,TOP,True,2.1666666666666665,199,2136
7788289568,,Fiora,8,12,10,TOP,False,1.5,238,2070
7783147851,,Rakan,1,5,24,UTILITY,True,5,26,2076
7790034372,,Leblanc,4,4,12,MIDDLE,True,4,244,1983
7785593464,,Nautilus,7,6,2,JUNGLE,False,1.5,183,1627
7780160442,,Urgot,15,9,1,TOP,False,1.7777777777777777,211,1860
7779029169,,Jayce,3,7,4,TOP,False,1,232,1683
7779059595,,Ekko,1,8,4,MIDDLE,False,0.625,172,1560
7749418673,,Twitch,15,4,4,BOTTOM,True,4.75,146,1461
7789962425,,Ambessa,9,13,15,MIDDLE,False,1.8461538461538463,211,2659
7773326873,,Garen,10,5,2,TOP,False,2.4,255,1791
7785625324,,MonkeyKing,7,4,10,JUNGLE,False,4.25,220,1825
7780259028,,Gwen,14,7,14,TOP,True,4,210,2048
7749649082,,Aurora,2,3,7,MIDDLE,False,3,185,1630
7779382962,,Janna,0,1,6,UTILITY,True,6,22,947
